Artículo;Artículo descripción;Color;Color descripción;Talle;Nombre;Cantidad
I006;BUZO BASICO H.POLAR 1/2 CIERRE PAMPERO;H2;NEGRO;XXL;RANQUEL DEL PLATA SA;5,00
I006;BUZO BASICO H.POLAR 1/2 CIERRE PAMPERO;H2;NEGRO;4XL;RANQUEL DEL PLATA SA;5,00
I006;BUZO BASICO H.POLAR 1/2 CIERRE PAMPERO;H2;NEGRO;3XL;RANQUEL DEL PLATA SA;5,00
I010;BUZO BASICO H.FRIZA PAMPERO;C4;AZUL MARINO;XXL;GUADAL RM SRL;5,00
I036;PANTALON DE TRABAJO HOMBRE PAMPERO CH(36-60);C1;AERO;46;MACATA SA;5,00
I036;PANTALON DE TRABAJO HOMBRE PAMPERO CH(36-60);E1;VERDE;54;MACATA SA;5,00
I038;PANTALON DE TRAB. H. PAMPERO AZUL CH(36-60);C4;AZUL MARINO;58;MACATA SA;5,00
I060;BOTA PAMPERO JOB MASTER C.LARGA;H2;NEGRO;39;INTENSIVO SA;5,00
I062;BOTA PAMPERO JOB MASTER CON PUNTERA;H2;NEGRO;39;INTENSIVO SA;5,00
I062;BOTA PAMPERO JOB MASTER CON PUNTERA;H2;NEGRO;38;INTENSIVO SA;5,00
I102;BOMBACHA LISA HOMBRE PAMPERO (38-54);G1;BEIGE;52;MACATA SA;5,00
I102;BOMBACHA LISA HOMBRE PAMPERO (38-54);G1;BEIGE;48;MACATA SA;5,00
I102;BOMBACHA LISA HOMBRE PAMPERO (38-54);G1;BEIGE;40;MACATA SA;5,00
I116;PANTALON CAZADOR CARGO II H. PAMPERO CHICO (36-54);E1;VERDE;54;MACATA SA;5,00
I116;PANTALON CAZADOR CARGO II H. PAMPERO CHICO (36-54);H2;NEGRO;38;MACATA SA;5,00
I117;PANTALON CAZ. CARGO II H. PAMPERO AZUL CH (36-54);C4;AZUL MARINO;48;MACATA SA;5,00
I118;PANTALON CAZ. CARGO II H. PAMPER AZUL GD (56-70);C4;AZUL MARINO;60;MACATA SA;5,00
I119;BERMUDA CARGO H. PAMPERO;C4;AZUL MARINO;38;MACATA SA;5,00
I145;MENTONERA LIBUS P/CASCO;V1;VARIOS;U;INDUSTRIAL ZONDA SA;5,00
I307;ZAPATILLA P1269 C/PUNTA;C6;AZUL JEAN;39;DENEB SA;5,00
I345;BOTA JOB MASTER PVC PAMPERO BLANCA;H1;BLANCO;43;INTENSIVO SA;5,00
I462;BOTIN BIDENSIDAD C/P P 901 DN PAMPERO;H2;NEGRO;40;TKW S.A.;5,00
I479;PANTALON JEAN INDUS. WORKER;C6;AZUL JEAN;40;MACATA SA;5,00
I503;CHALECO MINERO  REFLECTIVO PAMPERO;D1;NARANJA;1;MACATA SA;5,00
I508;BERMUDA RIPSTOP PAMPERO CH. (38-54);H2;NEGRO;48;MACATA SA;5,00
I548;BOTIN PAMPERO CUEROBOX C/P P91 BIDENSIDAD;H2;NEGRO;40;TKW S.A.;5,00
I560;BOTIN BAQUEANO S/P PAMPERO;G3;MARRON;42;RANQUEL DEL PLATA SA;5,00
I585;CAMISA DE TRAB. H M/L JEAN PAMPERO (50-60);C6;AZUL JEAN;54;MACATA SA;5,00
I606;BOTIN P401 BOX C/PUNTA PU AMARILLA;H2;NEGRO;37;DENEB SA;5,00
I91BR;BOTIN PAMPERO BIDENS. BR 9001-3001;H2;NEGRO;40;TKW S.A.;5,00
IC014;CAMISA DE TRABAJO H.M/L PAMPERO GRANDE(58-70);E1;VERDE;58;MACATA SA;5,00
N019;BOMBACHA LISA NIÑO PAMPERO;G1;BEIGE;8;MACATA SA;5,00
N019;BOMBACHA LISA NIÑO PAMPERO;G1;BEIGE;6;MACATA SA;5,00
N019;BOMBACHA LISA NIÑO PAMPERO;G1;BEIGE;12;MACATA SA;5,00
N019;BOMBACHA LISA NIÑO PAMPERO;H2;NEGRO;6;MACATA SA;5,00
PA3010;ZAPATILLA 3010 PAMPERO TREKKING;G1;BEIGE;41;DENEB SA;5,00
U00173508;PLANTILLA PU GEL;V1;VARIOS;U;INTENSIVO SA;5,00
U011;ALPARGATA REFORZADA ADULTO PAMPERO;V1;VARIOS;44;CITEX SRL;5,00
U034;PANTALON CARGO RIPSTOP CH (38-54) PAMPERO;E1;VERDE;50;MACATA SA;5,00
U034;PANTALON CARGO RIPSTOP CH (38-54) PAMPERO;H2;NEGRO;38;MACATA SA;5,00
U100;CAMISA ESTANCIERA Mujer M/L PAMPERO;G1;BEIGE;XXL;CITEX SRL;5,00
U102;BOMBACHA LISA MUJER PAMPERO;G1;BEIGE;40;MACATA SA;5,00
U102;BOMBACHA LISA MUJER PAMPERO;G1;BEIGE;38;MACATA SA;5,00
U145;PANTALON CARGO ELASTIZADO PAMPERO FIT;G1;BEIGE;42;MACATA SA;5,00
U145;PANTALON CARGO ELASTIZADO PAMPERO FIT;G1;BEIGE;38;MACATA SA;5,00
U145;PANTALON CARGO ELASTIZADO PAMPERO FIT;H2;NEGRO;48;MACATA SA;5,00
U145;PANTALON CARGO ELASTIZADO PAMPERO FIT;H3;GRIS;50;MACATA SA;5,00
U209;PANTALON CARGO RIPSTOP GR (56-60) PAMPERO;C4;AZUL MARINO;58;MACATA SA;5,00
U209;PANTALON CARGO RIPSTOP GR (56-60) PAMPERO;H2;NEGRO;58;MACATA SA;5,00
U215;YERBA MATE PAMPERO;V1;VARIOS;U;CITEX SRL;5,00
U31173002;MASCARA DE SOLDAR TALAMPAYA;H2;NEGRO;U;Total Protect S. R. L.;5,00
U398;BILLETERA PUNA CUERO;G3;MARRON;U;Pionera S.A.;5,00
U596;CAMISA CAIRO FAST DRY;G3;MARRON;L;MACATA SA;5,00
U596;CAMISA CAIRO FAST DRY;H0;ARENA;MG;MACATA SA;5,00
U596;CAMISA CAIRO FAST DRY;H0;ARENA;2MG;MACATA SA;5,00
U72173001;TERMO ACONCAGUA;E1;VERDE;U;ARTICULOS PROMOCIONALES SA;5,00
111122053;REMERA BASICA JERSEY 24/1 PEINADO LINCOLN;P4;GRIS MELANGE;M;Pampenorte S.R.L.;6,00
111138100;CHOMBA BASICA PIQUE PAMPERO;E1;VERDE;2MG;Pampenorte S.R.L.;6,00
111138100;CHOMBA BASICA PIQUE PAMPERO;P4;GRIS MELANGE;M;Pampenorte S.R.L.;6,00
411103006;CAMISA OXFORD HOMBRE BARRACAS;I1;CELESTE;CH;CITEX SRL;6,00
I004;CHALECO BASICO H. POLAR C/BOLS. PAMPERO;C4;AZUL MARINO;XXL;RANQUEL DEL PLATA SA;6,00
I004;CHALECO BASICO H. POLAR C/BOLS. PAMPERO;C4;AZUL MARINO;S;RANQUEL DEL PLATA SA;6,00
I004;CHALECO BASICO H. POLAR C/BOLS. PAMPERO;C4;AZUL MARINO;M;RANQUEL DEL PLATA SA;6,00
I004;CHALECO BASICO H. POLAR C/BOLS. PAMPERO;H2;NEGRO;L;RANQUEL DEL PLATA SA;6,00
I006;BUZO BASICO H.POLAR 1/2 CIERRE PAMPERO;C4;AZUL MARINO;M;RANQUEL DEL PLATA SA;6,00
I006;BUZO BASICO H.POLAR 1/2 CIERRE PAMPERO;H2;NEGRO;XL;RANQUEL DEL PLATA SA;6,00
I007;CHALECO BASICO TERMICO TRK PAMPERO;C4;AZUL MARINO;L;RANQUEL DEL PLATA SA;6,00
I011;TRAJE DE LLUVIA PVC PAMPERO;C4;AZUL MARINO;XL;SAFETY SOLUTION SA;6,00
I026;MAMELUCO MANGA RANGLAN H. PAMPERO AZUL (50-60);C4;AZUL MARINO;52;MACATA SA;6,00
I036;PANTALON DE TRABAJO HOMBRE PAMPERO CH(36-60);E1;VERDE;52;MACATA SA;6,00
I036;PANTALON DE TRABAJO HOMBRE PAMPERO CH(36-60);E1;VERDE;46;MACATA SA;6,00
I036;PANTALON DE TRABAJO HOMBRE PAMPERO CH(36-60);G1;BEIGE;56;MACATA SA;6,00
I042;CAMPERA ANORAK TERMICA TRUCKER PAMPERO;C4;AZUL MARINO;XL;RANQUEL DEL PLATA SA;6,00
I060;BOTA PAMPERO JOB MASTER C.LARGA;H2;NEGRO;41;INTENSIVO SA;6,00
I062;BOTA PAMPERO JOB MASTER CON PUNTERA;H2;NEGRO;37;INTENSIVO SA;6,00
I065;BOTA NAUTICA C/CUELLO PVC C.LARGA PAMPERO;C4;AZUL MARINO;44;INTENSIVO SA;6,00
I115;PANTALON CAZADOR CARGO II H. PAMPERO GRANDE (56-70);G1;BEIGE;58;MACATA SA;6,00
I116;PANTALON CAZADOR CARGO II H. PAMPERO CHICO (36-54);E1;VERDE;40;MACATA SA;6,00
I116;PANTALON CAZADOR CARGO II H. PAMPERO CHICO (36-54);G1;BEIGE;40;MACATA SA;6,00
I119;BERMUDA CARGO H. PAMPERO;G1;BEIGE;50;MACATA SA;6,00
I207;BOTIN PA-709 C/BOX PU BIDENSIDAD;H2;NEGRO;39;DENEB SA;6,00
I345;BOTA JOB MASTER PVC PAMPERO BLANCA;H1;BLANCO;44;INTENSIVO SA;6,00
I345;BOTA JOB MASTER PVC PAMPERO BLANCA;H1;BLANCO;41;INTENSIVO SA;6,00
I351;BOMBACHA LISA H. PAMPERO AZUL (38-54);C4;AZUL MARINO;44;MACATA SA;6,00
I606;BOTIN P401 BOX C/PUNTA PU AMARILLA;H2;NEGRO;39;DENEB SA;6,00
I624;TRAJE DE LLUVIA SLAPPA;A1;AMARILLO;XXL;RINOTEC SRL;6,00
IC012;CAMISA DE TRABAJO H. M/L PAMPERO CH (36-48);E1;VERDE;48;MACATA SA;6,00
IC014;CAMISA DE TRABAJO H.M/L PAMPERO GRANDE(58-70);G1;BEIGE;58;MACATA SA;6,00
IC015;CAMISA DE TRAB H.M/L PAMPERO AZUL CH(38-48);C4;AZUL MARINO;40;MACATA SA;6,00
U011;ALPARGATA REFORZADA ADULTO PAMPERO;V1;VARIOS;37;CITEX SRL;6,00
U102;BOMBACHA LISA MUJER PAMPERO;E1;VERDE;42;MACATA SA;6,00
U12106004;PANTALON CAIRO PAMPERO;H0;ARENA;MG;MACATA SA;6,00
U145;PANTALON CARGO ELASTIZADO PAMPERO FIT;H3;GRIS;52;MACATA SA;6,00
U145;PANTALON CARGO ELASTIZADO PAMPERO FIT;H3;GRIS;46;MACATA SA;6,00
U209;PANTALON CARGO RIPSTOP GR (56-60) PAMPERO;G1;BEIGE;56;MACATA SA;6,00
U43173000;PULSERA PIEDRA VOLCANICA;V1;VARIOS;U;Guffanti Silvia Helena;6,00
U45106018;ELECTRICISTA PORTA HERRAMIENTA;V1;VARIOS;U;INDUSTRIAL ZONDA SA;6,00
U596;CAMISA CAIRO FAST DRY;H0;ARENA;M;MACATA SA;6,00
111122053;REMERA BASICA JERSEY 24/1 PEINADO LINCOLN;C4;AZUL MARINO;M;Pampenorte S.R.L.;7,00
111138100;CHOMBA BASICA PIQUE PAMPERO;C4;AZUL MARINO;2MG;Pampenorte S.R.L.;7,00
111138100;CHOMBA BASICA PIQUE PAMPERO;H1;BLANCO;M;Pampenorte S.R.L.;7,00
111138100;CHOMBA BASICA PIQUE PAMPERO;H2;NEGRO;MG;Pampenorte S.R.L.;7,00
411103006;CAMISA OXFORD HOMBRE BARRACAS;H1;BLANCO;MG;CITEX SRL;7,00
843173010;PULSERA TRENZADA GAMUZA PAMPERO;V1;VARIOS;U;;7,00
A200;PANTALON ARECO GABARDINA C/LYCRA;C4;AZUL MARINO;42;RIEMERSO SA;7,00
I002;CAMISA DE TRABAJO H. M/L DENIM JEAN PAMPERO (38/48);C6;AZUL JEAN;44;MACATA SA;7,00
I004;CHALECO BASICO H. POLAR C/BOLS. PAMPERO;C4;AZUL MARINO;XL;RANQUEL DEL PLATA SA;7,00
I004;CHALECO BASICO H. POLAR C/BOLS. PAMPERO;H2;NEGRO;XL;RANQUEL DEL PLATA SA;7,00
I036;PANTALON DE TRABAJO HOMBRE PAMPERO CH(36-60);E1;VERDE;42;MACATA SA;7,00
I038;PANTALON DE TRAB. H. PAMPERO AZUL CH(36-60);C4;AZUL MARINO;50;MACATA SA;7,00
I042;CAMPERA ANORAK TERMICA TRUCKER PAMPERO;C4;AZUL MARINO;S;RANQUEL DEL PLATA SA;7,00
I055;BOTIN  BOX CONSTRUCTOR PAMPERO;H2;NEGRO;41;TKW S.A.;7,00
I102;BOMBACHA LISA HOMBRE PAMPERO (38-54);E1;VERDE;42;MACATA SA;7,00
I102;BOMBACHA LISA HOMBRE PAMPERO (38-54);G1;BEIGE;50;MACATA SA;7,00
I102;BOMBACHA LISA HOMBRE PAMPERO (38-54);G1;BEIGE;42;MACATA SA;7,00
I115;PANTALON CAZADOR CARGO II H. PAMPERO GRANDE (56-70);E1;VERDE;56;MACATA SA;7,00
I116;PANTALON CAZADOR CARGO II H. PAMPERO CHICO (36-54);E1;VERDE;42;MACATA SA;7,00
I116;PANTALON CAZADOR CARGO II H. PAMPERO CHICO (36-54);G1;BEIGE;52;MACATA SA;7,00
I116;PANTALON CAZADOR CARGO II H. PAMPERO CHICO (36-54);G1;BEIGE;42;MACATA SA;7,00
I118;PANTALON CAZ. CARGO II H. PAMPER AZUL GD (56-70);C4;AZUL MARINO;58;MACATA SA;7,00
I345;BOTA JOB MASTER PVC PAMPERO BLANCA;H1;BLANCO;42;INTENSIVO SA;7,00
I351;BOMBACHA LISA H. PAMPERO AZUL (38-54);C4;AZUL MARINO;52;MACATA SA;7,00
I401;TRAJE PREMIUM MOTO STYLE PAMPERO;H2;NEGRO;XXL;SAFETY SOLUTION SA;7,00
I548;BOTIN PAMPERO CUEROBOX C/P P91 BIDENSIDAD;H2;NEGRO;38;TKW S.A.;7,00
I611;BANDOLERA C/REFLEC. REPARTIDA GENERICA;D1;NARANJA;U;PADREVECCHI EDITH AIDA;7,00
I624;TRAJE DE LLUVIA SLAPPA;A1;AMARILLO;L;RINOTEC SRL;7,00
IC012;CAMISA DE TRABAJO H. M/L PAMPERO CH (36-48);C1;AERO;44;MACATA SA;7,00
IC012;CAMISA DE TRABAJO H. M/L PAMPERO CH (36-48);C1;AERO;40;MACATA SA;7,00
IC012;CAMISA DE TRABAJO H. M/L PAMPERO CH (36-48);H1;BLANCO;40;MACATA SA;7,00
IC013;CAMISA DE TRABAJO H.M/L PAMPERO MED.(50-56);H1;BLANCO;50;MACATA SA;7,00
IC014;CAMISA DE TRABAJO H.M/L PAMPERO GRANDE(58-70);C1;AERO;58;MACATA SA;7,00
U034;PANTALON CARGO RIPSTOP CH (38-54) PAMPERO;C4;AZUL MARINO;52;MACATA SA;7,00
U034;PANTALON CARGO RIPSTOP CH (38-54) PAMPERO;G1;BEIGE;52;MACATA SA;7,00
U034;PANTALON CARGO RIPSTOP CH (38-54) PAMPERO;H2;NEGRO;46;MACATA SA;7,00
U145;PANTALON CARGO ELASTIZADO PAMPERO FIT;C4;AZUL MARINO;38;MACATA SA;7,00
U145;PANTALON CARGO ELASTIZADO PAMPERO FIT;E1;VERDE;42;MACATA SA;7,00
U45173132;BOMBILLA CINCELADA PAMPERO;V1;VARIOS;U;Zeaiter Juan Sarquis;7,00
111138100;CHOMBA BASICA PIQUE PAMPERO;B1;ROJO;G;Pampenorte S.R.L.;8,00
111138100;CHOMBA BASICA PIQUE PAMPERO;P4;GRIS MELANGE;2MG;Pampenorte S.R.L.;8,00
111140100;REMERA CARDADO JERSEY 24/1 PAMPERO;E1;VERDE;MMG;Pampenorte S.R.L.;8,00
111140100;REMERA CARDADO JERSEY 24/1 PAMPERO;H1;BLANCO;MG;Pampenorte S.R.L.;8,00
111140100;REMERA CARDADO JERSEY 24/1 PAMPERO;P4;GRIS MELANGE;MMG;Pampenorte S.R.L.;8,00
241122011;BOINA GUARDA PAMPA 32CM;V1;VARIOS;U;Corbellini Pablo Andres;8,00
411103006;CAMISA OXFORD HOMBRE BARRACAS;H1;BLANCO;G;CITEX SRL;8,00
511138100;CHOMBA DAMA BASICA PIQUE PAMPERO;C4;AZUL MARINO;G;Pampenorte S.R.L.;8,00
7799176008042;MATERA ESTRIBO POLIESTILENO;H2;NEGRO;U;ARTICULOS PROMOCIONALES SA;8,00
843154000;PULSERA TIRAS GAMUZA COMBINADAS;V1;VARIOS;U;;8,00
I005;CAMPERA BASICA H.POLAR C/BOLS. PAMPERO;C4;AZUL MARINO;M;RANQUEL DEL PLATA SA;8,00
I006;BUZO BASICO H.POLAR 1/2 CIERRE PAMPERO;C4;AZUL MARINO;S;RANQUEL DEL PLATA SA;8,00
I012;CAPA DE LLUVIA BIL VEX;A1;AMARILLO;M;BAC-DALL ARGENTINA SA;8,00
I038;PANTALON DE TRAB. H. PAMPERO AZUL CH(36-60);C4;AZUL MARINO;44;MACATA SA;8,00
I038;PANTALON DE TRAB. H. PAMPERO AZUL CH(36-60);C4;AZUL MARINO;42;MACATA SA;8,00
I055;BOTIN  BOX CONSTRUCTOR PAMPERO;H2;NEGRO;45;TKW S.A.;8,00
I062;BOTA PAMPERO JOB MASTER CON PUNTERA;H2;NEGRO;43;INTENSIVO SA;8,00
I065;BOTA NAUTICA C/CUELLO PVC C.LARGA PAMPERO;C4;AZUL MARINO;39;INTENSIVO SA;8,00
I069;CASCO LIBUS MILENIUM CLASS S/ARNES;B1;ROJO;U;INDUSTRIAL ZONDA SA;8,00
I092;PROTECTOR LUMBAR PAMPERO;H2;NEGRO;4;INDUSTRIAL ZONDA SA;8,00
I099;BOMBACHA URION H.LIVIANA PAMPERO;G1;BEIGE;50;MACATA SA;8,00
I116;PANTALON CAZADOR CARGO II H. PAMPERO CHICO (36-54);E1;VERDE;46;MACATA SA;8,00
I119;BERMUDA CARGO H. PAMPERO;C4;AZUL MARINO;40;MACATA SA;8,00
I119;BERMUDA CARGO H. PAMPERO;G1;BEIGE;40;MACATA SA;8,00
I213;BOTIN 1709 C/FLOR PU BIDENSIDAD;H2;NEGRO;39;DENEB SA;8,00
I309;BUZO FRIZA 1/2 CIERRE S/BOL;C4;AZUL MARINO;MG;GUADAL RM SRL;8,00
I335;PROTECTOR AUDITIVO ALTERNATIVE TIPO COPA LIBUS;V1;VARIOS;U;INDUSTRIAL ZONDA SA;8,00
I401;TRAJE PREMIUM MOTO STYLE PAMPERO;H2;NEGRO;3XL;SAFETY SOLUTION SA;8,00
I91BR;BOTIN PAMPERO BIDENS. BR 9001-3001;H2;NEGRO;39;TKW S.A.;8,00
IC012;CAMISA DE TRABAJO H. M/L PAMPERO CH (36-48);C1;AERO;48;MACATA SA;8,00
IC012;CAMISA DE TRABAJO H. M/L PAMPERO CH (36-48);C1;AERO;42;MACATA SA;8,00
IC012;CAMISA DE TRABAJO H. M/L PAMPERO CH (36-48);C1;AERO;38;MACATA SA;8,00
IC012;CAMISA DE TRABAJO H. M/L PAMPERO CH (36-48);E1;VERDE;42;MACATA SA;8,00
IC012;CAMISA DE TRABAJO H. M/L PAMPERO CH (36-48);H1;BLANCO;48;MACATA SA;8,00
IC015;CAMISA DE TRAB H.M/L PAMPERO AZUL CH(38-48);C4;AZUL MARINO;48;MACATA SA;8,00
IC015;CAMISA DE TRAB H.M/L PAMPERO AZUL CH(38-48);C4;AZUL MARINO;46;MACATA SA;8,00
IC016;CAMISA DE TRAB H.M/L PAMPERO AZUL M(50-56);C4;AZUL MARINO;54;MACATA SA;8,00
U013;ALPARGATA INYECTADA SIMIL YUTE PAMPERO;V1;VARIOS;45;MP NEGOCIOS ARGENTINA SA;8,00
U034;PANTALON CARGO RIPSTOP CH (38-54) PAMPERO;C4;AZUL MARINO;50;MACATA SA;8,00
U034;PANTALON CARGO RIPSTOP CH (38-54) PAMPERO;E1;VERDE;48;MACATA SA;8,00
U145;PANTALON CARGO ELASTIZADO PAMPERO FIT;C4;AZUL MARINO;48;MACATA SA;8,00
U145;PANTALON CARGO ELASTIZADO PAMPERO FIT;G1;BEIGE;48;MACATA SA;8,00
U145;PANTALON CARGO ELASTIZADO PAMPERO FIT;H3;GRIS;42;MACATA SA;8,00
U45134003;MATE ACONCAGUA PAMPERO;V1;VARIOS;U;Zeaiter Juan Sarquis;8,00
U45173011;MATE LANIN  MADERA;V1;VARIOS;U;Zeaiter Juan Sarquis;8,00
U667;CHAPA Nº2 25X35;V1;VARIOS;U;Recalde Gaston Alberto;8,00
111138100;CHOMBA BASICA PIQUE PAMPERO;B1;ROJO;M;Pampenorte S.R.L.;9,00
111138100;CHOMBA BASICA PIQUE PAMPERO;B1;ROJO;CH;Pampenorte S.R.L.;9,00
111138100;CHOMBA BASICA PIQUE PAMPERO;C4;AZUL MARINO;MMG;Pampenorte S.R.L.;9,00
111138100;CHOMBA BASICA PIQUE PAMPERO;E1;VERDE;MMG;Pampenorte S.R.L.;9,00
111140100;REMERA CARDADO JERSEY 24/1 PAMPERO;B1;ROJO;MG;Pampenorte S.R.L.;9,00
111140100;REMERA CARDADO JERSEY 24/1 PAMPERO;E1;VERDE;MG;Pampenorte S.R.L.;9,00
111140100;REMERA CARDADO JERSEY 24/1 PAMPERO;P4;GRIS MELANGE;MG;Pampenorte S.R.L.;9,00
123410131;BOTIN PATRIO C/FLOR C/P PAMPERO;H2;NEGRO;42;RANQUEL DEL PLATA SA;9,00
411103006;CAMISA OXFORD HOMBRE BARRACAS;H1;BLANCO;M;CITEX SRL;9,00
411103006;CAMISA OXFORD HOMBRE BARRACAS;I1;CELESTE;MG;CITEX SRL;9,00
441143002;GORRA CHARLES;V1;VARIOS;U;J.S. Purpura S.R.L.;9,00
442173002;BUFANDA ESCOCESA;V1;VARIOS;U;J.S. Purpura S.R.L.;9,00
7799176008042;MATERA ESTRIBO POLIESTILENO;G3;MARRON;U;ARTICULOS PROMOCIONALES SA;9,00
I004;CHALECO BASICO H. POLAR C/BOLS. PAMPERO;C4;AZUL MARINO;L;RANQUEL DEL PLATA SA;9,00
I036;PANTALON DE TRABAJO HOMBRE PAMPERO CH(36-60);C1;AERO;58;MACATA SA;9,00
I036;PANTALON DE TRABAJO HOMBRE PAMPERO CH(36-60);C1;AERO;40;MACATA SA;9,00
I036;PANTALON DE TRABAJO HOMBRE PAMPERO CH(36-60);E1;VERDE;48;MACATA SA;9,00
I036;PANTALON DE TRABAJO HOMBRE PAMPERO CH(36-60);G1;BEIGE;54;MACATA SA;9,00
I036;PANTALON DE TRABAJO HOMBRE PAMPERO CH(36-60);H1;BLANCO;40;MACATA SA;9,00
I038;PANTALON DE TRAB. H. PAMPERO AZUL CH(36-60);C4;AZUL MARINO;56;MACATA SA;9,00
I038;PANTALON DE TRAB. H. PAMPERO AZUL CH(36-60);C4;AZUL MARINO;46;MACATA SA;9,00
I108;GUANTE REFORCER C/KEVLAR;V1;VARIOS;U;PAMPERO;9,00
I115;PANTALON CAZADOR CARGO II H. PAMPERO GRANDE (56-70);G1;BEIGE;56;MACATA SA;9,00
I116;PANTALON CAZADOR CARGO II H. PAMPERO CHICO (36-54);G1;BEIGE;48;MACATA SA;9,00
I116;PANTALON CAZADOR CARGO II H. PAMPERO CHICO (36-54);H2;NEGRO;46;MACATA SA;9,00
I119;BERMUDA CARGO H. PAMPERO;E1;VERDE;44;MACATA SA;9,00
I119;BERMUDA CARGO H. PAMPERO;E1;VERDE;42;MACATA SA;9,00
I119;BERMUDA CARGO H. PAMPERO;G1;BEIGE;42;MACATA SA;9,00
I401;TRAJE PREMIUM MOTO STYLE PAMPERO;H2;NEGRO;XL;SAFETY SOLUTION SA;9,00
IC013;CAMISA DE TRABAJO H.M/L PAMPERO MED.(50-56);E1;VERDE;52;MACATA SA;9,00
L452;LLAVERO DESTAPADOR;H2;NEGRO;U;ARTICULOS PROMOCIONALES SA;9,00
N019;BOMBACHA LISA NIÑO PAMPERO;G1;BEIGE;10;MACATA SA;9,00
U013;ALPARGATA INYECTADA SIMIL YUTE PAMPERO;V1;VARIOS;38;MP NEGOCIOS ARGENTINA SA;9,00
U034;PANTALON CARGO RIPSTOP CH (38-54) PAMPERO;C4;AZUL MARINO;48;MACATA SA;9,00
U034;PANTALON CARGO RIPSTOP CH (38-54) PAMPERO;E1;VERDE;42;MACATA SA;9,00
U034;PANTALON CARGO RIPSTOP CH (38-54) PAMPERO;E1;VERDE;38;MACATA SA;9,00
U034;PANTALON CARGO RIPSTOP CH (38-54) PAMPERO;G1;BEIGE;54;MACATA SA;9,00
U034;PANTALON CARGO RIPSTOP CH (38-54) PAMPERO;H2;NEGRO;40;MACATA SA;9,00
U145;PANTALON CARGO ELASTIZADO PAMPERO FIT;G1;BEIGE;46;MACATA SA;9,00
U42134000;PASAPAÑUELO CUERO;V1;VARIOS;U;Guffanti Silvia Helena;9,00
U45119000;MATERA TILCARA PAMPERO;V1;VARIOS;U;Zeaiter Juan Sarquis;9,00
U529;ROSARIO COLLAR PAMPERO;V1;VARIOS;U;;9,00
U533;BOMBILLA ALPACA PAMPERO;V1;VARIOS;U;;9,00
U557;PULSERA CUERO DIJE CUADRADO;V1;VARIOS;U;;9,00
111122053;REMERA BASICA JERSEY 24/1 PEINADO LINCOLN;C4;AZUL MARINO;MG;Pampenorte S.R.L.;10,00
111138100;CHOMBA BASICA PIQUE PAMPERO;H1;BLANCO;G;Pampenorte S.R.L.;10,00
111140100;REMERA CARDADO JERSEY 24/1 PAMPERO;E1;VERDE;CH;Pampenorte S.R.L.;10,00
123410131;BOTIN PATRIO C/FLOR C/P PAMPERO;H2;NEGRO;43;RANQUEL DEL PLATA SA;10,00
641122000;BOINA DAMA PAMPERO;V1;VARIOS;U;Corbellini Pablo Andres;10,00
842173011;ROSARIO COLLAR SEMILLAS;V1;VARIOS;U;;10,00
I005;CAMPERA BASICA H.POLAR C/BOLS. PAMPERO;C4;AZUL MARINO;L;RANQUEL DEL PLATA SA;10,00
I006;BUZO BASICO H.POLAR 1/2 CIERRE PAMPERO;C4;AZUL MARINO;XL;RANQUEL DEL PLATA SA;10,00
I036;PANTALON DE TRABAJO HOMBRE PAMPERO CH(36-60);C1;AERO;56;MACATA SA;10,00
I036;PANTALON DE TRABAJO HOMBRE PAMPERO CH(36-60);H1;BLANCO;52;MACATA SA;10,00
I038;PANTALON DE TRAB. H. PAMPERO AZUL CH(36-60);C4;AZUL MARINO;48;MACATA SA;10,00
I062;BOTA PAMPERO JOB MASTER CON PUNTERA;H2;NEGRO;42;INTENSIVO SA;10,00
I116;PANTALON CAZADOR CARGO II H. PAMPERO CHICO (36-54);E1;VERDE;48;MACATA SA;10,00
I118;PANTALON CAZ. CARGO II H. PAMPER AZUL GD (56-70);C4;AZUL MARINO;56;MACATA SA;10,00
I119;BERMUDA CARGO H. PAMPERO;G1;BEIGE;44;MACATA SA;10,00
I356;DELANTAL DESCARNE SIMPLE;V1;VARIOS;U;CANOR - NOGUERA CARLOS JAVIER;10,00
IC012;CAMISA DE TRABAJO H. M/L PAMPERO CH (36-48);H1;BLANCO;42;MACATA SA;10,00
IC013;CAMISA DE TRABAJO H.M/L PAMPERO MED.(50-56);E1;VERDE;56;MACATA SA;10,00
IC013;CAMISA DE TRABAJO H.M/L PAMPERO MED.(50-56);E1;VERDE;54;MACATA SA;10,00
U034;PANTALON CARGO RIPSTOP CH (38-54) PAMPERO;E1;VERDE;44;MACATA SA;10,00
U034;PANTALON CARGO RIPSTOP CH (38-54) PAMPERO;G1;BEIGE;44;MACATA SA;10,00
U12106004;PANTALON CAIRO PAMPERO;H0;ARENA;G;MACATA SA;10,00
U145;PANTALON CARGO ELASTIZADO PAMPERO FIT;E1;VERDE;46;MACATA SA;10,00
U145;PANTALON CARGO ELASTIZADO PAMPERO FIT;H3;GRIS;48;MACATA SA;10,00
U45173162;MATE CHALTEN;V1;VARIOS;U;Zeaiter Juan Sarquis;10,00
U555;BRAZALETE CUERO CALADO;V1;VARIOS;U;;10,00
111140100;REMERA CARDADO JERSEY 24/1 PAMPERO;C4;AZUL MARINO;CH;Pampenorte S.R.L.;11,00
